Дата	Дебет	Кредит	Остаток	Контрагент	Счет	Индустрия	Филиал
25.07.2015	22200,00	22064,00	136,00	Neo	0002_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
25.07.2015	47200,00	56376,00	-9176,00	Neo	0001_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
25.07.2015	10400,00	9645,00	755,00	Neo	0001_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
25.07.2015	48800,00	49994,00	-1194,00	Neo	0002_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
25.07.2015	28700,00	34091,00	-5391,00	Neo	0001_USD_КРЕД_700	Промышленность	Санкт-Петербургский филиал
25.07.2015	16700,00	14956,00	1744,00	Neo	0001_USD_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
25.07.2015	23700,00	26705,00	-3005,00	Neo	0003_RUR_КРЕД_700	Промышленность	Санкт-Петербургский филиал
25.07.2015	16400,00	17858,00	-1458,00	Neo	0003_RUR_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
25.07.2015	5300,00	5284,00	16,00	Salmon ООО	0001_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
25.07.2015	6400,00	7190,00	-790,00	Salmon ООО	0002_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
25.07.2015	36300,00	33948,00	2352,00	Salmon ООО	0002_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
25.07.2015	76100,00	70333,00	5767,00	Salmon ООО	0001_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
25.07.2015	17300,00	19858,00	-2558,00	Salmon ООО	0002_USD_КРЕД_600	Промышленность	Санкт-Петербургский филиал
25.07.2015	9600,00	8820,00	780,00	Salmon ООО	0003_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
25.07.2015	15700,00	17660,00	-1960,00	Salmon ООО	0001_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
25.07.2015	22300,00	26204,00	-3904,00	Salmon ООО	0001_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
25.07.2015	67800,00	71561,00	-3761,00	Salmon ООО	0004_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
25.07.2015	50500,00	46057,00	4443,00	Salmon ООО	0001_RUR_КРЕД_6801/2	Промышленность	Санкт-Петербургский филиал
25.07.2015	16400,00	14314,00	2086,00	Salmon ООО	0001_RUR_КРЕД_6801/3	Промышленность	Санкт-Петербургский филиал
25.07.2015	7400,00	8088,00	-688,00	Salmon ООО	0001_RUR_КРЕД_6801/1	Промышленность	Санкт-Петербургский филиал
25.07.2015	86500,00	86496,00	4,00	Salmon ООО	0001_RUR_КРЕД_101	Промышленность	Санкт-Петербургский филиал
25.07.2015	31400,00	28485,00	2915,00	Salmon ООО	0001_RUR_КРЕД_6801/4	Промышленность	Санкт-Петербургский филиал
25.07.2015	91000,00	99010,00	-8010,00	Абасков ЗАО	0002_RUR_КРЕД_777	Промышленность	Санкт-Петербургский филиал
25.07.2015	80800,00	83553,00	-2753,00	Абасков ЗАО	0001_USD_КРЕД_777	Промышленность	Санкт-Петербургский филиал
25.07.2015	43800,00	43854,00	-54,00	Абасков ЗАО	0003_RUR_КРЕД_888	Промышленность	Санкт-Петербургский филиал
25.07.2015	82800,00	86585,00	-3785,00	Абасков ЗАО	0004_RUR_КРЕД_999	Промышленность	Санкт-Петербургский филиал
25.07.2015	84600,00	97419,00	-12819,00	Абасков ЗАО	0001_USD_КРЕД_999	Промышленность	Санкт-Петербургский филиал
25.07.2015	12300,00	11701,00	599,00	Абасков ЗАО	0001_USD_КРЕД_7301/1	Промышленность	Санкт-Петербургский филиал
25.07.2015	33900,00	33175,00	725,00	Авантера	0001_USD_КРЕД_17000	Торговля	Санкт-Петербургский филиал
25.07.2015	74300,00	62096,00	12204,00	Азилинин ООО	0001_RUR_КРЕД_16400	Торговля	Санкт-Петербургский филиал
25.07.2015	40100,00	32911,00	7189,00	Арктур ЗАО	0001_USD_КРЕД_15900/1	Торговля	Санкт-Петербургский филиал
25.07.2015	96200,00	91519,00	4681,00	Вега	0001_USD_КРЕД_901/1	Торговля	Екатеринбургский филиал
25.07.2015	80000,00	78992,00	1008,00	Веритак ООО	0001_USD_КРЕД_19700	Торговля	Екатеринбургский филиал
25.07.2015	49500,00	57158,00	-7658,00	Виалди	0001_USD_КРЕД_8101/1	Торговля	Московский филиал
25.07.2015	25800,00	22248,00	3552,00	Голд Вест Рейн	0001_USD_КРЕД_2901	Торговля	Московский филиал
25.07.2015	35800,00	38072,00	-2272,00	Гончаров&Со	0001_RUR_КРЕД_3601/1	Торговля	Московский филиал
25.07.2015	5800,00	6672,00	-872,00	Дамид ООО	0001_USD_КРЕД_17601	Торговля	Московский филиал
25.07.2015	94200,00	76295,00	17905,00	Династия ЗАО	0001_USD_КРЕД_14301/1	Торговля	Московский филиал
25.07.2015	63100,00	63087,00	13,00	Дружба ЗАО	0001_USD_КРЕД_15600/1	Торговля	Московский филиал
25.07.2015	21400,00	18346,00	3054,00	Дружба ЗАО	0001_USD_КРЕД_3901/1	Торговля	Московский филиал
25.07.2015	85500,00	101007,00	-15507,00	ЗАО Бородин	0001_USD_КРЕД_2501/1	Торговля	Московский филиал
25.07.2015	14900,00	15804,00	-904,00	ЗАО Монолит	0001_USD_КРЕД_19001	Торговля	Московский филиал
25.07.2015	78300,00	69689,00	8611,00	ЗАО Монолит	0001_USD_КРЕД_3001	Торговля	Московский филиал
25.07.2015	58000,00	61955,00	-3955,00	ЗАО Рыболов	0001_USD_КРЕД_1401	Торговля	Московский филиал
25.07.2015	11600,00	11413,00	187,00	Инжиниринг Центр	0001_USD_КРЕД_17700	Информационные технологии	Московский филиал
25.07.2015	5700,00	5809,00	-109,00	Инкар	0001_USD_КРЕД_1700/1	Информационные технологии	Краснодарский филиал
25.07.2015	68000,00	60600,00	7400,00	Инкар	0001_USD_КРЕД_1700/2	Информационные технологии	Краснодарский филиал
25.07.2015	11800,00	9544,00	2256,00	Инкар	0001_USD_КРЕД_1702	Информационные технологии	Краснодарский филиал
25.07.2015	92500,00	101547,00	-9047,00	Инкар	0001_USD_КРЕД_1700/4	Информационные технологии	Краснодарский филиал
25.07.2015	89600,00	79090,00	10510,00	Инкар	0001_USD_КРЕД_1700/3	Информационные технологии	Краснодарский филиал
25.07.2015	48600,00	58081,00	-9481,00	Инкар	0001_RUR_КРЕД_1702	Информационные технологии	Краснодарский филиал
25.07.2015	14000,00	15613,00	-1613,00	Камея ЗАО	0001_USD_КРЕД_7801/1	Информационные технологии	Краснодарский филиал
25.07.2015	53600,00	48630,00	4970,00	Квант ООО	0001_USD_КРЕД_7901	Информационные технологии	Краснодарский филиал
25.07.2015	10600,00	10120,00	480,00	Коралайн ООО	0001_USD_КРЕД_52011	Промышленность	Краснодарский филиал
25.07.2015	95200,00	92424,00	2776,00	Ника ЗАО	0001_USD_КРЕД_11800	Промышленность	Краснодарский филиал
25.07.2015	51600,00	56484,00	-4884,00	Ника ЛТД	0001_USD_КРЕД_19100	Торговля	Краснодарский филиал
25.07.2015	25000,00	22970,00	2030,00	Нюанс ООО	0001_USD_КРЕД_16000/1	Промышленность	Краснодарский филиал
25.07.2015	61000,00	65123,00	-4123,00	ОАО Белакс	0001_USD_КРЕД_17201	Промышленность	Краснодарский филиал
25.07.2015	90800,00	90681,00	119,00	ОАО Рефма	0001_USD_КРЕД_11701	Промышленность	Краснодарский филиал
25.07.2015	20800,00	20608,00	192,00	ОАО Сигма	0001_USD_КРЕД_6999	Торговля	Краснодарский филиал
25.07.2015	27700,00	23171,00	4529,00	Омега ООО	0001_USD_КРЕД_4601	Торговля	Краснодарский филиал
25.07.2015	59000,00	56363,00	2637,00	ООО Бриз	0001_USD_КРЕД_6200	Промышленность	Екатеринбургский филиал
25.07.2015	89800,00	105378,00	-15578,00	ООО Дебют	0001_USD_КРЕД_1301	Информационные технологии	Екатеринбургский филиал
25.07.2015	28100,00	23610,00	4490,00	ООО Интелеком	0001_USD_КРЕД_8901/1	Информационные технологии	Екатеринбургский филиал
25.07.2015	27400,00	23034,00	4366,00	ООО Коммир	0001_USD_КРЕД_18902	Промышленность	Екатеринбургский филиал
25.07.2015	26800,00	25477,00	1323,00	ООО Коммир	0001_USD_КРЕД_10701/1	Промышленность	Екатеринбургский филиал
25.07.2015	22700,00	20282,00	2418,00	ООО Райдос	0001_RUR_КРЕД_6201/1	Промышленность	Екатеринбургский филиал
25.07.2015	72500,00	83749,00	-11249,00	ООО Раминтек	0001_USD_КРЕД_1000	Промышленность	Екатеринбургский филиал
25.07.2015	98700,00	96068,00	2632,00	ООО Раминтек	0001_USD_КРЕД_10001	Промышленность	Екатеринбургский филиал
25.07.2015	45600,00	46522,00	-922,00	ООО Раминтек	0001_USD_КРЕД_10003	Промышленность	Екатеринбургский филиал
25.07.2015	68500,00	78156,00	-9656,00	ООО Раминтек	0001_USD_КРЕД_10002	Промышленность	Екатеринбургский филиал
25.07.2015	8700,00	8288,00	412,00	ООО Рашид	0001_USD_КРЕД_3400/1	Промышленность	Екатеринбургский филиал
25.07.2015	88300,00	90284,00	-1984,00	ООО Скорпион	0001_USD_КРЕД_4900/1	Промышленность	Екатеринбургский филиал
25.07.2015	50900,00	46477,00	4423,00	Офтоп ЗАО	0001_USD_КРЕД_16100/1	Торговля	Екатеринбургский филиал
25.07.2015	36000,00	29747,00	6253,00	Перстиж ООО	0001_USD_КРЕД_5901	Торговля	Екатеринбургский филиал
25.07.2015	75400,00	66160,00	9240,00	Пульс ООО	0001_USD_КРЕД_13000	Торговля	Екатеринбургский филиал
25.07.2015	92000,00	83669,00	8331,00	Пульс ООО	0001_USD_КРЕД_101	Торговля	Екатеринбургский филиал
25.07.2015	13400,00	14480,00	-1080,00	Тарос	0001_USD_КРЕД_8001/1	Торговля	Екатеринбургский филиал
25.07.2015	10800,00	11121,00	-321,00	Торговый Дом Pax	0001_USD_КРЕД_13600	Торговля	Екатеринбургский филиал
25.07.2015	76100,00	75845,00	255,00	Тревел Пак ЗАО	0001_USD_КРЕД_6100	Торговля	Екатеринбургский филиал
25.07.2015	3600,00	3795,00	-195,00	фирма РИК	0001_RUR_КРЕД_41162/1	Промышленность	Екатеринбургский филиал
28.07.2015	17900,00	17724,00	176,00	Neo	0001_USD_КРЕД_13200	Промышленность	Санкт-Петербургский филиал
28.07.2015	53200,00	45750,00	7450,00	Neo	0001_USD_КРЕД_132	Промышленность	Санкт-Петербургский филиал
28.07.2015	33500,00	38835,00	-5335,00	Neo	0002_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
28.07.2015	68300,00	75708,00	-7408,00	Neo	0001_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
28.07.2015	91900,00	110145,00	-18245,00	Neo	0001_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
28.07.2015	44100,00	43765,00	335,00	Neo	0002_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
28.07.2015	95600,00	104534,00	-8934,00	Neo	0001_USD_КРЕД_700	Промышленность	Санкт-Петербургский филиал
28.07.2015	19200,00	21244,00	-2044,00	Neo	0001_USD_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
28.07.2015	92600,00	77630,00	14970,00	Neo	0003_RUR_КРЕД_700	Промышленность	Санкт-Петербургский филиал
28.07.2015	51200,00	41792,00	9408,00	Neo	0003_RUR_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
28.07.2015	45400,00	43784,00	1616,00	Salmon ООО	0001_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
28.07.2015	10800,00	12439,00	-1639,00	Salmon ООО	0002_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
28.07.2015	39100,00	34159,00	4941,00	Salmon ООО	0002_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
28.07.2015	14000,00	13649,00	351,00	Salmon ООО	0001_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
28.07.2015	22700,00	19719,00	2981,00	Salmon ООО	0002_USD_КРЕД_600	Промышленность	Санкт-Петербургский филиал
28.07.2015	48500,00	40640,00	7860,00	Salmon ООО	0003_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
28.07.2015	43400,00	38199,00	5201,00	Salmon ООО	0001_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
28.07.2015	25400,00	23209,00	2191,00	Salmon ООО	0001_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
28.07.2015	78700,00	85568,00	-6868,00	Salmon ООО	0004_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
28.07.2015	99000,00	101859,00	-2859,00	Salmon ООО	0001_RUR_КРЕД_6801/2	Промышленность	Санкт-Петербургский филиал
28.07.2015	68600,00	78151,00	-9551,00	Salmon ООО	0001_RUR_КРЕД_6801/3	Промышленность	Санкт-Петербургский филиал
28.07.2015	12300,00	14049,00	-1749,00	Salmon ООО	0001_RUR_КРЕД_6801/1	Промышленность	Санкт-Петербургский филиал
28.07.2015	35500,00	36994,00	-1494,00	Salmon ООО	0001_RUR_КРЕД_101	Промышленность	Санкт-Петербургский филиал
28.07.2015	82900,00	79298,00	3602,00	Salmon ООО	0001_RUR_КРЕД_6801/4	Промышленность	Санкт-Петербургский филиал
28.07.2015	88300,00	95879,00	-7579,00	Абасков ЗАО	0002_RUR_КРЕД_777	Промышленность	Санкт-Петербургский филиал
28.07.2015	15800,00	15132,00	668,00	Абасков ЗАО	0001_USD_КРЕД_777	Промышленность	Санкт-Петербургский филиал
28.07.2015	38500,00	31489,00	7011,00	Абасков ЗАО	0003_RUR_КРЕД_888	Промышленность	Санкт-Петербургский филиал
28.07.2015	65600,00	65954,00	-354,00	Абасков ЗАО	0004_RUR_КРЕД_999	Промышленность	Санкт-Петербургский филиал
28.07.2015	2100,00	2383,00	-283,00	Абасков ЗАО	0001_USD_КРЕД_999	Промышленность	Санкт-Петербургский филиал
28.07.2015	32700,00	27547,00	5153,00	Абасков ЗАО	0001_USD_КРЕД_7301/1	Промышленность	Санкт-Петербургский филиал
28.07.2015	1600,00	1904,00	-304,00	Авантера	0001_USD_КРЕД_17000	Торговля	Санкт-Петербургский филиал
28.07.2015	22600,00	19788,00	2812,00	Азилинин ООО	0001_RUR_КРЕД_16400	Торговля	Санкт-Петербургский филиал
28.07.2015	66900,00	69668,00	-2768,00	Арктур ЗАО	0001_USD_КРЕД_15900/1	Торговля	Санкт-Петербургский филиал
28.07.2015	12100,00	10767,00	1333,00	Вега	0001_USD_КРЕД_901/1	Торговля	Екатеринбургский филиал
28.07.2015	36800,00	30661,00	6139,00	Веритак ООО	0001_USD_КРЕД_19700	Торговля	Екатеринбургский филиал
28.07.2015	63300,00	68248,00	-4948,00	Виалди	0001_USD_КРЕД_8101/1	Торговля	Московский филиал
28.07.2015	6400,00	6689,00	-289,00	Голд Вест Рейн	0001_USD_КРЕД_2901	Торговля	Московский филиал
28.07.2015	18800,00	15171,00	3629,00	Гончаров&Со	0001_RUR_КРЕД_3601/1	Торговля	Московский филиал
28.07.2015	11500,00	12248,00	-748,00	Дамид ООО	0001_USD_КРЕД_17601	Торговля	Московский филиал
28.07.2015	91100,00	83923,00	7177,00	Династия ЗАО	0001_USD_КРЕД_14301/1	Торговля	Московский филиал
28.07.2015	56000,00	57432,00	-1432,00	Дружба ЗАО	0001_USD_КРЕД_15600/1	Торговля	Московский филиал
28.07.2015	45200,00	39321,00	5879,00	Дружба ЗАО	0001_USD_КРЕД_3901/1	Торговля	Московский филиал
28.07.2015	60900,00	69412,00	-8512,00	ЗАО Бородин	0001_USD_КРЕД_2501/1	Торговля	Московский филиал
28.07.2015	30200,00	26212,00	3988,00	ЗАО Монолит	0001_USD_КРЕД_19001	Торговля	Московский филиал
28.07.2015	54500,00	45804,00	8696,00	ЗАО Монолит	0001_USD_КРЕД_3001	Торговля	Московский филиал
28.07.2015	96100,00	96236,00	-136,00	ЗАО Рыболов	0001_USD_КРЕД_1401	Торговля	Московский филиал
28.07.2015	86800,00	70760,00	16040,00	Инжиниринг Центр	0001_USD_КРЕД_17700	Информационные технологии	Московский филиал
28.07.2015	91600,00	89422,00	2178,00	Инкар	0001_USD_КРЕД_1700/1	Информационные технологии	Краснодарский филиал
28.07.2015	12600,00	14864,00	-2264,00	Инкар	0001_USD_КРЕД_1700/2	Информационные технологии	Краснодарский филиал
28.07.2015	80700,00	70112,00	10588,00	Инкар	0001_USD_КРЕД_1702	Информационные технологии	Краснодарский филиал
28.07.2015	97200,00	79860,00	17340,00	Инкар	0001_USD_КРЕД_1700/4	Информационные технологии	Краснодарский филиал
28.07.2015	86900,00	82119,00	4781,00	Инкар	0001_USD_КРЕД_1700/3	Информационные технологии	Краснодарский филиал
28.07.2015	57300,00	53517,00	3783,00	Инкар	0001_RUR_КРЕД_1702	Информационные технологии	Краснодарский филиал
28.07.2015	25000,00	21246,00	3754,00	Камея ЗАО	0001_USD_КРЕД_7801/1	Информационные технологии	Краснодарский филиал
28.07.2015	60800,00	54077,00	6723,00	Квант ООО	0001_USD_КРЕД_7901	Информационные технологии	Краснодарский филиал
28.07.2015	46300,00	38636,00	7664,00	Коралайн ООО	0001_USD_КРЕД_52011	Промышленность	Краснодарский филиал
28.07.2015	60400,00	62998,00	-2598,00	Ника ЗАО	0001_USD_КРЕД_11800	Промышленность	Краснодарский филиал
28.07.2015	99800,00	100478,00	-678,00	Ника ЛТД	0001_USD_КРЕД_19100	Торговля	Краснодарский филиал
28.07.2015	75000,00	69764,00	5236,00	Нюанс ООО	0001_USD_КРЕД_16000/1	Промышленность	Краснодарский филиал
28.07.2015	17000,00	19246,00	-2246,00	ОАО Белакс	0001_USD_КРЕД_17201	Промышленность	Краснодарский филиал
28.07.2015	77800,00	62430,00	15370,00	ОАО Рефма	0001_USD_КРЕД_11701	Промышленность	Краснодарский филиал
28.07.2015	58600,00	49961,00	8639,00	ОАО Сигма	0001_USD_КРЕД_6999	Торговля	Краснодарский филиал
28.07.2015	87900,00	78929,00	8971,00	Омега ООО	0001_USD_КРЕД_4601	Торговля	Краснодарский филиал
28.07.2015	85100,00	94837,00	-9737,00	ООО Бриз	0001_USD_КРЕД_6200	Промышленность	Екатеринбургский филиал
28.07.2015	86800,00	87970,00	-1170,00	ООО Дебют	0001_USD_КРЕД_1301	Информационные технологии	Екатеринбургский филиал
28.07.2015	60400,00	72230,00	-11830,00	ООО Интелеком	0001_USD_КРЕД_8901/1	Информационные технологии	Екатеринбургский филиал
28.07.2015	33400,00	33168,00	232,00	ООО Коммир	0001_USD_КРЕД_18902	Промышленность	Екатеринбургский филиал
28.07.2015	26700,00	27371,00	-671,00	ООО Коммир	0001_USD_КРЕД_10701/1	Промышленность	Екатеринбургский филиал
28.07.2015	1700,00	1799,00	-99,00	ООО Райдос	0001_RUR_КРЕД_6201/1	Промышленность	Екатеринбургский филиал
28.07.2015	80200,00	95491,00	-15291,00	ООО Райдос	0001_USD_КРЕД_10801/1	Промышленность	Екатеринбургский филиал
28.07.2015	6900,00	6828,00	72,00	ООО Раминтек	0001_USD_КРЕД_1000	Промышленность	Екатеринбургский филиал
28.07.2015	61500,00	62904,00	-1404,00	ООО Раминтек	0001_USD_КРЕД_10001	Промышленность	Екатеринбургский филиал
28.07.2015	85000,00	83645,00	1355,00	ООО Раминтек	0001_USD_КРЕД_10003	Промышленность	Екатеринбургский филиал
28.07.2015	92500,00	76871,00	15629,00	ООО Раминтек	0001_USD_КРЕД_10002	Промышленность	Екатеринбургский филиал
28.07.2015	95800,00	78904,00	16896,00	ООО Рашид	0001_USD_КРЕД_3400/1	Промышленность	Екатеринбургский филиал
28.07.2015	89100,00	100847,00	-11747,00	ООО Скорпион	0001_USD_КРЕД_4900/1	Промышленность	Екатеринбургский филиал
28.07.2015	36800,00	40215,00	-3415,00	Офтоп ЗАО	0001_USD_КРЕД_16100/1	Торговля	Екатеринбургский филиал
28.07.2015	87400,00	81158,00	6242,00	Перстиж ООО	0001_USD_КРЕД_5901	Торговля	Екатеринбургский филиал
28.07.2015	46400,00	47090,00	-690,00	Пульс ООО	0001_USD_КРЕД_13000	Торговля	Екатеринбургский филиал
28.07.2015	30100,00	28393,00	1707,00	Пульс ООО	0001_USD_КРЕД_101	Торговля	Екатеринбургский филиал
28.07.2015	62600,00	59306,00	3294,00	Тарос	0001_USD_КРЕД_8001/1	Торговля	Екатеринбургский филиал
28.07.2015	43900,00	42773,00	1127,00	Торговый Дом Pax	0001_USD_КРЕД_13600	Торговля	Екатеринбургский филиал
28.07.2015	67900,00	60400,00	7500,00	Тревел Пак ЗАО	0001_USD_КРЕД_6100	Торговля	Екатеринбургский филиал
28.07.2015	65700,00	72710,00	-7010,00	фирма РИК	0001_RUR_КРЕД_41162/1	Промышленность	Екатеринбургский филиал
29.07.2015	90900,00	78606,00	12294,00	Neo	0001_USD_КРЕД_13200	Промышленность	Санкт-Петербургский филиал
29.07.2015	90000,00	80036,00	9964,00	Neo	0001_USD_КРЕД_132	Промышленность	Санкт-Петербургский филиал
29.07.2015	63400,00	75330,00	-11930,00	Neo	0002_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
29.07.2015	2700,00	2630,00	70,00	Neo	0001_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
29.07.2015	40900,00	34460,00	6440,00	Neo	0001_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
29.07.2015	16600,00	13461,00	3139,00	Neo	0002_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
29.07.2015	73100,00	73139,00	-39,00	Neo	0001_USD_КРЕД_700	Промышленность	Санкт-Петербургский филиал
29.07.2015	55400,00	45979,00	9421,00	Neo	0001_USD_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
29.07.2015	88600,00	92885,00	-4285,00	Neo	0003_RUR_КРЕД_700	Промышленность	Санкт-Петербургский филиал
29.07.2015	85900,00	84830,00	1070,00	Neo	0003_RUR_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
29.07.2015	81700,00	82608,00	-908,00	Salmon ООО	0001_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
29.07.2015	8100,00	9625,00	-1525,00	Salmon ООО	0002_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
29.07.2015	58900,00	68286,00	-9386,00	Salmon ООО	0002_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
29.07.2015	14700,00	12759,00	1941,00	Salmon ООО	0001_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
29.07.2015	19500,00	15971,00	3529,00	Salmon ООО	0002_USD_КРЕД_600	Промышленность	Санкт-Петербургский филиал
29.07.2015	2200,00	2145,00	55,00	Salmon ООО	0003_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
29.07.2015	47100,00	53947,00	-6847,00	Salmon ООО	0001_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
29.07.2015	70000,00	69497,00	503,00	Salmon ООО	0001_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
29.07.2015	32800,00	27774,00	5026,00	Salmon ООО	0004_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
29.07.2015	56500,00	65174,00	-8674,00	Salmon ООО	0001_RUR_КРЕД_6801/2	Промышленность	Санкт-Петербургский филиал
29.07.2015	96100,00	78339,00	17761,00	Salmon ООО	0001_RUR_КРЕД_6801/3	Промышленность	Санкт-Петербургский филиал
29.07.2015	93400,00	82000,00	11400,00	Salmon ООО	0001_RUR_КРЕД_6801/1	Промышленность	Санкт-Петербургский филиал
29.07.2015	25700,00	23118,00	2582,00	Salmon ООО	0001_RUR_КРЕД_101	Промышленность	Санкт-Петербургский филиал
29.07.2015	16500,00	14358,00	2142,00	Salmon ООО	0001_RUR_КРЕД_6801/4	Промышленность	Санкт-Петербургский филиал
29.07.2015	27700,00	26791,00	909,00	Абасков ЗАО	0002_RUR_КРЕД_777	Промышленность	Санкт-Петербургский филиал
29.07.2015	56500,00	52518,00	3982,00	Абасков ЗАО	0001_USD_КРЕД_777	Промышленность	Санкт-Петербургский филиал
29.07.2015	86400,00	74196,00	12204,00	Абасков ЗАО	0003_RUR_КРЕД_888	Промышленность	Санкт-Петербургский филиал
29.07.2015	87200,00	73514,00	13686,00	Абасков ЗАО	0004_RUR_КРЕД_999	Промышленность	Санкт-Петербургский филиал
29.07.2015	18100,00	19798,00	-1698,00	Абасков ЗАО	0001_USD_КРЕД_999	Промышленность	Санкт-Петербургский филиал
29.07.2015	75900,00	65577,00	10323,00	Абасков ЗАО	0001_USD_КРЕД_7301/1	Промышленность	Санкт-Петербургский филиал
29.07.2015	7100,00	6314,00	786,00	Авантера	0001_USD_КРЕД_17000	Торговля	Санкт-Петербургский филиал
29.07.2015	66800,00	54129,00	12671,00	Азилинин ООО	0001_RUR_КРЕД_16400	Торговля	Санкт-Петербургский филиал
29.07.2015	58400,00	69635,00	-11235,00	Арктур ЗАО	0001_USD_КРЕД_15900/1	Торговля	Санкт-Петербургский филиал
29.07.2015	50000,00	48102,00	1898,00	Вега	0001_USD_КРЕД_901/1	Торговля	Екатеринбургский филиал
29.07.2015	39000,00	44021,00	-5021,00	Веритак ООО	0001_USD_КРЕД_19700	Торговля	Екатеринбургский филиал
29.07.2015	61700,00	70336,00	-8636,00	Виалди	0001_USD_КРЕД_8101/1	Торговля	Московский филиал
29.07.2015	59000,00	64870,00	-5870,00	Голд Вест Рейн	0001_USD_КРЕД_2901	Торговля	Московский филиал
29.07.2015	8900,00	8359,00	541,00	Гончаров&Со	0001_RUR_КРЕД_3601/1	Торговля	Московский филиал
29.07.2015	63700,00	65882,00	-2182,00	Дамид ООО	0001_USD_КРЕД_17601	Торговля	Московский филиал
29.07.2015	38300,00	44956,00	-6656,00	Династия ЗАО	0001_USD_КРЕД_14301/1	Торговля	Московский филиал
29.07.2015	83000,00	75797,00	7203,00	Дружба ЗАО	0001_USD_КРЕД_15600/1	Торговля	Московский филиал
29.07.2015	10400,00	9092,00	1308,00	Дружба ЗАО	0001_USD_КРЕД_3901/1	Торговля	Московский филиал
29.07.2015	47500,00	49934,00	-2434,00	ЗАО Бородин	0001_USD_КРЕД_2501/1	Торговля	Московский филиал
29.07.2015	32600,00	30298,00	2302,00	ЗАО Монолит	0001_USD_КРЕД_19001	Торговля	Московский филиал
29.07.2015	42500,00	37982,00	4518,00	ЗАО Монолит	0001_USD_КРЕД_3001	Торговля	Московский филиал
29.07.2015	14500,00	14558,00	-58,00	ЗАО Рыболов	0001_USD_КРЕД_1401	Торговля	Московский филиал
29.07.2015	96500,00	93891,00	2609,00	Инжиниринг Центр	0001_USD_КРЕД_17700	Информационные технологии	Московский филиал
29.07.2015	86900,00	78918,00	7982,00	Инкар	0001_USD_КРЕД_1700/1	Информационные технологии	Краснодарский филиал
29.07.2015	34600,00	30497,00	4103,00	Инкар	0001_USD_КРЕД_1700/2	Информационные технологии	Краснодарский филиал
29.07.2015	63600,00	74525,00	-10925,00	Инкар	0001_USD_КРЕД_1702	Информационные технологии	Краснодарский филиал
29.07.2015	41600,00	40157,00	1443,00	Инкар	0001_USD_КРЕД_1700/4	Информационные технологии	Краснодарский филиал
29.07.2015	61700,00	57533,00	4167,00	Инкар	0001_USD_КРЕД_1700/3	Информационные технологии	Краснодарский филиал
29.07.2015	21000,00	17022,00	3978,00	Инкар	0001_RUR_КРЕД_1702	Информационные технологии	Краснодарский филиал
29.07.2015	71300,00	75528,00	-4228,00	Камея ЗАО	0001_USD_КРЕД_7801/1	Информационные технологии	Краснодарский филиал
29.07.2015	59000,00	68937,00	-9937,00	Квант ООО	0001_USD_КРЕД_7901	Информационные технологии	Краснодарский филиал
